context,decision,predicted_decision
"## Context

Currently Zarf leverages [Helm Post Rendering](https://helm.sh/docs/topics/advanced/#post-rendering) to mutate image paths and secrets for K8s to use the internal [Zarf Registry](../packages/zarf-registry/). This works well for simple K8s deployments where Zarf is performing the actual manifest apply but fails when using a secondary gitops tools suchs as [Flux](https://github.com/fluxcd/flux2), [ArgoCD](https://argo-cd.readthedocs.io/en/stable/), etc. At that point, Zarf is unable to provide mutation and it is dependent on the package author to do the mutations themselves using rudimentary templating. Further, this issue also exists when for CRDs that references the [git server](../packages/gitea/). A `zarf prepare` command was added previously to make this less painful, but it still requires additional burden on package authors to do something we are able to prescribe in code.","## Decision 
## Decision

We will implement a **Zarf Pre-Patch Hook System** to programmatically mutate manifests and CRDs before they are applied, regardless of the deployment method (direct apply or GitOps).

This system will:

1. Allow Zarf to inject image path rewrites and secret references (e.g., for the internal Zarf Registry and Gitea) during package deployment, even when using external GitOps tools like Flux or ArgoCD.
2. Replace reliance on Helm post-rendering and manual templating by package authors for common mutations.
3. Use structured patch definitions (strategic merge or JSON 6902 patches) defined in the Zarf package manifest (`zarf.yaml`) under a new `hooks.prePatch` section.
4. Support patching both standard Kubernetes resources and CRDs (e.g., Flux Kustomizations, ArgoCD Applications, Gitea webhook configurations).
5. Execute pre-patch operations during `zarf deploy`, after unpacking but before applying manifests.

Rationale:
- Removes burden from package authors who currently must manually template image paths and endpoints.
- Enables consistent behavior across all deployment patterns, including GitOps.
- Builds upon lessons from `zarf prepare`, automating what was previously a manual step.
- Maintains backward compatibility: Helm post-rendering remains supported for direct applies, but pre-patch hooks are recommended for GitOps scenarios.

Example usage in `zarf.yaml`:
```yaml
components:
  - name: flux-monitored-app
    hooks:
      prePatch:
        - target:
            kind: Kustomization
            name: app-kustomization
            namespace: flux-system
          patchFile: patches/images.yaml
        - target:
            kind: Repository
            name: app-repo
          patchFile: patches/gitea-url.json
```

This change increases Zarf’s autonomy and reliability in complex deployment topologies.","## Decision

A [mutating webhook](https://kubernetes.io/docs/reference/access-authn-authz/extensible-admission-controllers/) is standard practice in K8s and there [are a lot of them](https://kubernetes.io/docs/reference/access-authn-authz/admission-controllers/#what-does-each-admission-controller-do). Using the normal Zarf component structure and deployment strategy we can leverage a mutating webhook to perform automatic imagePullSecret binding and image path updates as well as add additional as-needed mutations such as updating the [GitRepository](https://fluxcd.io/docs/components/source/gitrepositories/) CRD with the appropriate secret and custom URL for the git server if someone is using Flux."
"## Context

Currently, Zarf only allows variables to be specified within components which introduces the following limitations:

 - Variables are scoped to the component making reuse between components impossible
 - Variables cannot be used for elements within the package definition itself
 - Variables can only be set at create time, not by a user at deploy time

This forces a package creator to copy information within their package/component definitions and also requires them to make bespoke packages per environment even if only small changes are needed to the overall spec (such as changing a domain name).","## Decision 
## Decision

We will introduce a new `variables` section at the package level that allows defining variables outside of components. These variables will be globally accessible across all components within the package and can be referenced in both component definitions and package-level fields.

Additionally, we will support user-defined variable values at deploy time through a new `--set-variable` flag or an interactive prompt if variables are marked as required but not provided. This enables environment-agnostic packages where specific values (e.g., domain names, replica counts) can be injected during deployment.

Variable precedence will follow this order:
1. Values set via `--set-variable` at deploy time
2. Values defined in a deploy-time variables file (e.g., `zarf.variables.yaml`)
3. Default values defined in the package’s `variables` section
4. Empty string if no value is provided and no default exists (with validation failure for required variables)

This change increases flexibility, promotes reuse, and reduces duplication in Zarf package definitions.","## Decision

The decision was made to move variable definitions to the package level and to split ""variables"" into three distinct types:

- Variables (specified with the `variables` yaml key) allow for the templating of component files similar to the component variables before them.  The main changes are that they are now specified at the package level (allowing for reuse between components) and have additional prompting and defaulting features to allow a package creator to ask for more information during `zarf package deploy`.
- Constants (specified with the `constants` yaml key) also template component files, but must be specified at package create time.  This allows a package creator to use the same value in multiple places without the need for copying it and without the package deployer being able to override it.
- Package Variables (specified by using `"
"## Context

In ADR 3, the decision was made to create a rust binary (`stage1`) that would re-assemble a `registry:2` image and a go registry binary (`stage2`) from a series of configmaps. While this solution works, it is overkill for the operations that `stage2` performs. The `stage2` binary is only responsible for 1. starting a docker registry in `rw` mode, 2. pushing the `registry:2` crane tarball into said registry, 3. starting the docker registry in `r` mode. This `registry:2` image is then immediately consumed by the `zarf-registry` package, creating a true in-cluster docker registry. The injector pod is then destroyed. The overhead this operation creates:

- having to keep track of another binary (making the total number 3 for the zarf ecosystem)
- nearly doubling the amount of configmaps loaded into the cluster (makes init slower)
- having to compile the binary for each platform (adds to the build time + ci)
- using a full-featured docker registry to host a single image (wasteful)","## Decision 
## Decision

We will replace the `stage2` Go binary with a lightweight Rust binary that performs the minimal necessary operations to bootstrap the in-cluster registry. This new binary will:

- Directly unpack and serve the `registry:2` crane tarball using a minimal HTTP server
- Eliminate the need to run a full Docker registry during initialization
- Serve the image content directly from memory or temporary storage
- Support read-only mode only, as write capabilities are no longer needed
- Be compiled for all required platforms but maintained as a single, simple codebase

This change reduces complexity, decreases initialization time, and removes unnecessary dependencies while maintaining the same end result. The binary will be integrated into the existing `stage1` process to further streamline the bootstrapping sequence.","## Decision

The rust binary is already being injected via configmap and unpacking the tarball. There is little need to bring everything but the kitchen sink to just serve a single image. Therefore the decision is to use the rust binary to perform the entire injection process. This required a few changes to the rust binary:

- not only re-assemble + unpack the tarball, but also unpack the `registry:2` image (stored as a [crane tarball format](https://github.com/google/go-containerregistry/tree/main/pkg/v1/tarball))
- transform the `registry:2` crane manifest to a docker v2 manifest
- spin up an HTTP server compliant with the v2 docker registry API to serve the `registry:2` image"
"## Context

There are sections of the code that are not easily able to be tested by our end-to-end testing and now that Zarf is moving into being a library for other products there will be more scrutiny around our defined interfaces.  This ADR explores ways that we could adjust our testing strategy to address these concerns.

Potential considerations:

1. Introduce Unit-Testing Zarf-wide
    Pros:
        - More of the codebase is covered with tests and will force us to take more consideration when updating it
    Cons:
        - As the codebase evolves the efficacy of these tests is likely to go down, especially if they are written to the code rather than the interface

2. Introduce Unit Testing in a defined and limited capacity within Zarf
    Pros:
        - A decent amount of the codebase will be tested (specifically we can target those areas difficult to e2e test)
        - We can be picky about what/where we unit test so that the maintenance burden of the tests is not too high
    Cons:
        - We will need to be vigilant when PRs come through with Unit Tests that these are correct applications of them

3. Introduce Integration Testing or partial End-to-End testing
    Pros:
        - This is closer to how we already test within Zarf
    Cons:
        - These can be relatively complex to orchestrate and maintain over time requiring complex mocks or other mechanisms to make them work","## Decision 
## Decision

We will adopt **Option 2: Introduce Unit Testing in a defined and limited capacity within Zarf**.

We will strategically apply unit testing to areas of the codebase that are difficult or impossible to cover with end-to-end tests—particularly core logic, utilities, and well-defined interfaces that are critical for stability and reuse across products. These tests will focus on public interfaces and contracts rather than implementation details to ensure resilience to internal refactoring.

Unit tests must be:
- Isolated and fast
- Focused on pure logic, input validation, error handling, and interface behavior
- Avoid tight coupling to internal structures (e.g., private methods, concrete types)

We will establish clear guidelines in the contribution documentation to help reviewers evaluate appropriate use of unit tests in PRs. This approach balances improved test coverage with manageable maintenance overhead, supporting Zarf’s evolution into a reusable library while maintaining development velocity.","## Decision

It was decided to introduce a limited set of unit tests to the Zarf codebase (2) because this will enable us the most flexibility and control over how we test while also allowing us to specifically target specific units without a ton of overhead.  Specifically we will ask the following before implementing a Unit Test:

1. Is what I want to test a true unit (i.e. a single function or file)?
2. Does what I want to test have a clearly defined interface (i.e. a public specification)?
3. Is this code inside of the `src/pkg` folder or should it be?"
"## Context

Images are not the only way that dependencies can be brought in via a Zarf package (our own init package has two components that are not images yet could have vulnerabilities within them, k3s and the injector).  We should SBOM these in addition to images so that we are providing a more complete picture to our users.

Potential considerations:

1. Run Syft against the entire zarf temp build directory
    Pros:
        - This would provide the most information for what _might_ be in a Zarf package
    Cons:
        - If git repos are brought in you could catch many index files that are actually not in the package but are dependencies of the repos leading to confusion

2. Run Syft against files and dataInjections
    Pros:
        - We know these files are actually inside of the package and won't just be noise
        - This is the most common two ways for people to include additional artifacts in packages (we use files in our own init package)
    Cons:
        - This is only a subset of what Zarf provides and someone could commit an artifact to a git repo for example

3. Allow user flexibility in what gets SBOMed
    Pros:
        - This provides the user the most flexibility
    Cons:
        - This could be complex to get right on implementation and if it were optional may be a forgotten feature by most users","## Decision 
## Decision

We will implement option 2 - Run Syft against files and dataInjections.

This approach provides a good balance between comprehensive vulnerability reporting and implementation complexity. Since files and dataInjections are the primary mechanisms for including non-image artifacts in Zarf packages (and are used even in our own init package), focusing on these ensures we capture meaningful, actual package contents without introducing noise from transient build artifacts.

While this doesn't cover every possible way artifacts could be included (like git repos), it addresses the most common and impactful cases. The guarantee that we're only scanning files actually included in the final package prevents false positives and user confusion, which outweighs the benefit of broader but noisier scanning.

We can revisit extending SBOM coverage to other artifact types based on user feedback and observed usage patterns.","## Decision

It was decided that we would SBOM the files and dataInjections inclusions by component (2) and include them into our SBOM viewer that way.  This will allow us to characterize what SBOMing in Zarf may look like going forward without introducing something that is just optional or that might make too much noise at first blush."
"## Context

Zarf was rooted in the idea of declarative K8s deployments for disconnected environments. Many of the design decisions made in Zarf are based on this idea. However, in certain connected environments, Zarf can still be leveraged as a way to define declarative deployments and upgrades without the constraints of disconnected environments. To that end, providing a declarative way to deploy Zarf packages without the need for a Zarf init package would be useful in such environments.","## Decision  
## Decision

Introduce an optional `--no-init` flag in the `zarf package deploy` command to allow deployment of Zarf packages without requiring a prior `zarf init` step in connected environments.

This mode will:
- Skip the initialization sequence (including secret generation, registry seeding, and Git server setup) normally performed by `zarf init`.
- Assume that required services (e.g., image registry, Git server, artifact storage) are already available and accessible in the target environment.
- Rely on standard Kubernetes service accounts and network policies for authentication and access control.
- Only be allowed when deploying packages with remote references (e.g., images from public/private registries, Helm charts from remote repos) rather than embedded assets.

This functionality is intended for use in trusted, connected environments where infrastructure prerequisites are managed externally, enabling Zarf to function as a pure declarative deployment tool without the overhead of self-contained airgap support.

Rationale:
- Reduces friction for developers and CI/CD pipelines operating in online environments.
- Maintains backward compatibility — the default behavior still requires `zarf init`.
- Preserves security boundaries by restricting `--no-init` deployments to configurations that do not rely on Zarf-managed secrets or embedded components.
- Aligns with GitOps practices where cluster state is defined declaratively and external systems manage dependencies.","## Decision

YOLO mode is an optional boolean config set in the `metadata` section of the Zarf package manifest. Setting `metadata.yolo=true` will deploy the Zarf package ""as is"" without needing the Zarf state to exist or the Zarf Agent mutating webhook. Zarf packages with YOLO mode enabled are not allowed to specify components with container images or Git repos and validation will prevent the package from being created."
"## Context

Originally, the `scripts` noun was added to components to allow us to move hard-coded init business logic out of the codebase and into the package system. At the time there was only a `before` and `after` section with simply an array entry per command. Later, `prepare` was added as a way to do something during `zarf package create`. As teams began to find new ways to use the capabilities, their limitations became more obvious.","## Decision  
## Decision

We will expand and formalize the `scripts` functionality in components by introducing a more structured and flexible execution model with distinct lifecycle hooks: `pre`, `post`, `prepare`, and `validate`.

Each script section will support:
- A list of commands or scripts to execute
- Environment variable injection
- Conditional execution based on target architecture or OS
- Timeout configuration
- Failure behavior (continue/on-error vs. fail-fast)

The `before` and `after` sections are deprecated and replaced with `pre` and `post`, respectively, to align with common CLI terminology and reduce ambiguity.

Additionally, we introduce a new `validate` script hook that runs during deployment to ensure prerequisites are met before proceeding. This enables better error reporting and user feedback early in the deployment process.

Scripts are now defined as structured objects rather than simple arrays, allowing for greater configurability while maintaining backward compatibility through schema translation during package creation.

Documentation and examples will be updated to guide users toward using the new structure and deprecating the old array-style syntax.","## Decision

The `scripts` section of the `zarf.yaml` will be replaced with a new `actions` section. The `actions` section will be a map of action names to a list of commands to run. `actions` will contain `action sets` that map to the following lifecycle events:

- `onCreate` - Runs during `zarf package create`
- `onDeploy` - Runs during `zarf package deploy`
- `onRemove` - Runs during `zarf package remove`

In addition to adding more lifecycle events, the `actions` section will also allow for more complex actions to be defined. New configurations include, setting the cmd directory, defining custom env variables, setting the number of retries, setting the max total seconds, muting the output, and [setting a variable](../docs/3-create-a-zarf-package/7-component-actions.md#creating-dynamic-variables-from-actions) to be used in other actions or components.

Further details can be found in the `component-actions` [component actions documentation](../docs/3-create-a-zarf-package/7-component-actions.md), [package create lifecycle documentation](../docs/3-create-a-zarf-package/5-package-create-lifecycle.md), [package deploy lifecycle documentation](../docs/4-deploy-a-zarf-package/1-package-deploy-lifecycle.md), and the [example package](../examples/component-actions/README.md)."
"## Context

There has been a long-standing usability gap with Zarf when doing local development due to a lack of local image support. A solution was merged in, [#1173](https://github.com/defenseunicorns/zarf/pull/1173), and released in [v0.23.4](https://github.com/defenseunicorns/zarf/releases/tag/v0.23.4) to support this feature. Unfortunately, we didn't realize there is a [glaring issue](https://github.com/defenseunicorns/zarf/issues/1214) with the implementation that causes Zarf to crash when trying to load large images into the local docker daemon.  The docker daemon support in Crane is somewhat naive and can send a machine into an OOM condition due to how the tar stream is loaded into memory from the docker save action. Crane does have an option to avoid this issue, but at the cost of being much slower to load images from docker.

We did extensive investigation into various strategies of loading docker images from the daemon including: crane, skopeo, the docker go client and executing the docker cli directly with varying levels of success. Unfortunately, some of the methods that did work well were up to 3 times slower than the current implementation, though they avoided the OOM issue. Lastly, the docker daemon save operations directly still ended up being slower than crane and docker produced a legacy format that would cause issues with [future package schema changes](https://github.com/defenseunicorns/zarf/issues/1319) we are planning for oci imports.

|                                                    | **Docker** | **Crane** |
| -------------------------------------------------- | ---------- | --------- |
| Big Bang Core (cached)                             | 3m 1s      | 1m 58s    |
| Big Bang Core (cached + skip-sbom)                 | 1m 51s     | 56s       |
| 20 GB Single-Layer Image (local registry)          |            | 6m 14s    |
| 20 GB Single-Layer Image (local registry + cached) | 5m 2s      | 2m 10s    |","## Decision 
## Decision

We will revert the local image support feature in Zarf until a more stable and performant solution can be implemented. The current implementation, while fast, introduces a critical risk of OOM crashes when handling large images, which outweighs its performance benefits. 

We acknowledge the usability gap this creates for local development workflows, but stability and system safety are prioritized. In the interim, users should rely on remote image references or pre-built packages.

Future work will focus on evaluating alternative image loading strategies—such as using `skopeo` with streaming support or a hybrid approach leveraging partial tar stream processing—that balance performance, memory safety, and compatibility with upcoming OCI schema changes. A new implementation will be required before re-introducing local image support.","## Decision

We had hoped to leverage docker caching and avoid crane caching more, but realized that caching was still occurring via Syft for SBOM. Additionally, the extremely-large, local-only image is actually the edge case here and we created a recommended workaround in the FAQs as well as an inline alert when a large docker image is detected. This restores behavior to what it was before the docker daemon support was added, but with the added benefit of being able to load images from the docker daemon when they are available locally."
"## Context

One primary application component that end users of Zarf are deploying is [Big Bang](https://repo1.dso.mil/big-bang/bigbang). The installation of Big Bang is complicated for several reasons:

- It requires Flux to be installed to deploy correctly due to the use of Flux CRDs.
- The [images](https://umbrella-bigbang-releases.s3-us-gov-west-1.amazonaws.com/umbrella/1.51.0/package-images.yaml) defined within Big Bang are normally a superset of the images needed for any individual deployment.
- All images that Big Bang might need takes 10s of gigabytes of storage to include in a Zarf package.
- The git repositories defined within Big Bang are normally a superset of the git repositories needed for any individual deployment.
- Injecting a `values.yaml` file into the [default deployment structure](https://repo1.dso.mil/big-bang/bigbang/-/blob/master/base/kustomization.yaml) is complicated and the discovery of which images are needed is a function of the values that are provided to the Big Bang chart","## Decision 
## Decision

We will create a new `zarf init` option called `--components=big-bang` that allows users to select Big Bang as an optional component during Zarf initialization. This option will:

- Automatically deploy Flux in the cluster prior to package deployment, satisfying the CRD requirements for Big Bang.
- Prompt the user for a custom `values.yaml` file during `zarf init`, enabling tailored configuration upfront.
- Use the provided `values.yaml` to perform image and Git repository discovery, filtering only the necessary dependencies (images and repos) based on the enabled Big Bang components.
- Dynamically generate a lean Zarf package manifest containing only the required artifacts, significantly reducing package size (avoiding inclusion of all 10s of GB of potential images).
- Integrate with Zarf’s existing templating and transformation capabilities to inject the `values.yaml` into the appropriate layer of the Kustomize stack.

This approach ensures that Big Bang deployments remain flexible and configurable while minimizing resource overhead and simplifying the user experience through automation and intelligent dependency resolution.","## Decision

Deployments of Big Bang can be managed with a new `bigbang` noun in the zarf.yaml that manages the complexity of the deployment. This capability will take the values provided to the big bang chart, template them during the package phase to identify which [Big Bang packages](https://repo1.dso.mil/big-bang/bigbang/-/blob/master/docs/packages.md) are being configured in the Zarf package. The code then includes only the git repositories and images needed for the configured packages, and does not include the git repositories and images for packages that would not be deployed.

The `bigbang` section will provide the following configurations for managing a big bang deployment:

- `version` - Identifies the particular version of Big Bang to deploy, which corresponds to git tags in the provided `repo`. See versions of Big Bang [here](https://repo1.dso.mil/big-bang/bigbang/-/releases).
- `repo` - Identifies the git repository Big Bang is hosted on. Defaults to https://repo1.dso.mil/big-bang/bigbang.git
- `valuesFiles` - list of local files that get passed to the Big Bang helm chart for deployment.
- `skipFlux` - boolean to determine if the flux installation for Big Bang should be skipped. Only set this to true if flux has been deployed in a different way already in the cluster."
"## Context

Zarf currently supports git servers and container registries within the airgap to host dependencies for applications, and while this works well for most production deployments, it doesn't cater as well to airgap development where you may need artifacts and libraries for various coding languages to compile and develop software.  Zarf's support of `git` is also somewhat lacking in that it only supports flux `GitRepository` objects and does not support more generic use cases where clients try to reach out to upstream `git` hosts in a more native way.","## Decision 
## Decision

Introduce a Zarf package type specifically designed for development in airgapped environments, called the `dev` package type.

This `dev` package will:
- Bundle language-specific artifacts (e.g., npm, pip, Maven, Cargo, RubyGems) and their metadata to support offline dependency resolution.
- Include a local proxy/cache mirror for common public registries (e.g., npmjs.org, pypi.org, crates.io), pre-seeded with required packages.
- Support generic `git` server functionality within the airgap, allowing developers to clone, fetch, and push to internal git endpoints using standard git protocols (HTTPS/SSH).
- Enable bidirectional sync of git repositories via Zarf's existing git server integration, but expose them through native git URLs instead of being limited to Flux GitRepository CRDs.
- Allow developers to define upstream sources in their tooling (e.g., `.npmrc`, `pip.conf`) that point to the local Zarf-provided mirrors.

The `dev` package is intended for use only in airgapped development environments and will not be included or enabled by default in production Zarf packages. It will be documented as an optional, opt-in capability for teams requiring full-stack airgapped development support.","## Decision

Since we already had an artifact registry available to us in Gitea, it was decided to utilize that as the default provider for this functionality in addition to matching the external support for `git` and `registry` servers with a new `artifact` server specification on `init`.  From here, to access the configured server we had two main options:

1. Transform any artifact references statically (i.e. swap upstream URLs in build scripts before bringing them into the environment)
2. Transform any artifact references dynamically (i.e. swap upstream URLs in an active proxy that any build scripts could pickup through DNS)

It was decided to go with #2 since this would allow us to support a wider array of build technologies (including those that wrap existing commands like Buck/Bazel/Make) as well as support builds that may be coming from resources not brought in by Zarf.  This allows for more flexibility in how Zarf could transform URLs while allowing these commands to run as they would on the internet side without any modification."
"## Context

Eventually, Zarf needs to become a ""Generally Available"" v1.x.x product that people can rely on for mission-critical operations.  Today, Zarf can be used in these environments; though, it requires someone more involved in the Zarf lifecycle than a normal consumer/user to make that successful due to the regular introduction of breaking changes and the lack of testing in certain areas.","## Decision 

We will establish a formal deprecation and versioning policy to stabilize Zarf ahead of its v1.0.0 release. This includes:

- Introducing semantic versioning (SemVer) with clear guidelines for major, minor, and patch releases.
- Requiring a deprecation period of at least one minor version before removing or breaking existing functionality.
- Expanding test coverage across core features, particularly in air-gapped and production-like environments.
- Publishing a public roadmap and stability guarantee for the v1.x.x series.

This will reduce breaking changes, increase predictability, and enable broader adoption by mission-critical users who require reliability and long-term support.","## Decision

To make Zarf a Generally Available product we need to focus on overall stability and mechanisms to ensure long-term stability.  ""Stability,"" in this case, is both that of the features we release and of the APIs and schemas we present to Zarf consumers.

To increase this stability, we decided to implement the following:

- [ ] Mechanism/branching strategy to backport patch fixes to older minor releases
- [x] Clear definition of `released`, `beta`, and `alpha` features, including a matrix of their support across OSes
- [ ] Clear definition of when backward compatibility checks are going to be removed with clear messaging to users
- [ ] End to End testing that covers the `released` features outlined in that feature matrix - this should also be done:
  - across operating systems (specifically: Windows, macOS, Linux)
  - across major k8s distros (specifically: K3d, K3s, Minikube, Kind, EKS, AKS, OpenShift)
  - across registry providers (specifically: Docker Distribution, ECR, ACR)
  - across git providers (specifically: Gitea, GitLab)
- [ ] Unit testing that covers our library code (`src/pkg`) for people using Zarf as a library (code coverage metric TBD)
- [ ] Mechanisms and tests to not break compatibility with packages built with older versions of Zarf
- [ ] Mechanisms to notify users when they may need to upgrade the Zarf Agent (or Pepr capability)
- [ ] Mechanisms to ensure users can easily access documentation specific to the version of Zarf they use
- [ ] Mechanisms to ensure a more seamless Zarf install experience (i.e., macOS binary signing, `sudo apk add zarf`, `asdf install zarf X.X.X`)
- [ ] Regularly published/maintained example package(s) for tutorials/quick install
- [ ] Clear definition/strategy for ""what Zarf is"" including clear docs on how to use `released` features

>  **Note**: A [x] checkmark denotes items already addressed in Zarf."
"## Context

Orchestrating capabilities from multiple Zarf packages into meta-packages is a current weak point for Zarf. The core of Zarf was built around components as capabilities, but as Zarf packages have scaled, there has been a need to create a new boundary to manage these capabilities efficiently.

Currently there is no official way to enable the deployment, publishing, pulling, and creation of multiple Zarf packages together, and due to this some in the community have resorted to patterns such as:

```yaml
- name: init
  required: true
  files:
    - source: zarf-init-amd64-v0.27.0.tar.zst
      target: zarf-init-amd64-v0.27.0.tar.zst
  actions:
    onDeploy:
      after:
        - cmd: zarf package deploy zarf-init-amd64-v0.27.0.tar.zst --components git-server --confirm -l warn
```

While this _does_ fulfill the need to deploy two packages in one command, it does so in such a way that is verbose within the `zarf.yaml`, brittle across Zarf versions, inefficient within the package structure (it doesn't share layers), and is difficult to use `variables` with.","## Decision 
## Decision

Introduce a new `includes` field in the `zarf.yaml` to support composing multiple Zarf packages together into a single, unified package. This approach enables:

- **Atomic deployment**: Multiple packages can be deployed as one, with consistent state management.
- **Efficient layer sharing**: Unlike embedding packages via files and scripts, `includes` allows for deduplication of shared components and layers.
- **Cleaner configuration**: Eliminates the need for workarounds like `files` + `actions` to deploy nested packages.
- **Version compatibility handling**: The `includes` field supports version constraints to prevent incompatible compositions.
- **Seamless variable propagation**: Variables from the parent package can be passed down or overridden in included packages.
- **Unified publishing and pulling**: A meta-package with `includes` can be published and pulled as a single unit, simplifying distribution.

This solution maintains backward compatibility while addressing scalability, maintainability, and usability concerns, making it the most sustainable path forward for multi-package orchestration in Zarf.","## Decision

> :warning: **NOTE**: This functionality was migrated to [uds-cli](https://github.com/defenseunicorns/uds-cli) - this ADR is kept here for historical purposes.

The current proposition (subject to change before acceptance) is **Zarf Bundles**, which a following PR will focus on and create a POC of.

In essence the `zarf-bundle.yaml` would look something like so:

```yaml
metadata:
  name: omnibus
  description: an example Zarf bundle
  version: 0.0.1
  architecture: amd64

packages:
  - repository: localhost:888/init
    ref: """
"## Context

The idea of `hooks` is to provide a way for cluster maintainers to register functionality that runs during the deployment lifecycle. Zarf packages already have the concept of `actions` that can execute commands on the host machine's shell during certain package lifecycle events. As `actions` gain more adoption, the team has noticed they are being used to add functionality to Zarf in unexpected ways. We want `actions` to be a tool that extends upon the functionality of Zarf and its packages, not a tool that works around missing or clunky functionality.

We want package creators to be able to create system agnostic packages by leveraging core Zarf functionality. The following is one such scenario:

- _IF_ ECR is chosen as the external registry during `zarf init` / cluster creation, _THEN_ Zarf will seamlessly leverage ECR without requiring advanced user effort.

Using ECR as a remote registry creates 2 problems that Zarf will need to solve:

 1. ECR authentication tokens expire after 12 hours and need to be refreshed. This means the cluster will need to constantly be refreshing its tokens and the user deploying packages will need to make sure they have a valid token.
 2. ECR Image Repositories do not support 'push-to-create'. This means we will need to explicitly create an image repository for every image that is being pushed within the Zarf package.

Packages that get deployed onto a cluster initialized with ECR as its remote registry will need to make sure it solves these 2 problems.

Currently there are 2 solutions:

1. The package deployer solves the problem pre-deployment (creating needed repos, secrets, etc...)
2. The package itself solves these problems with `actions` that are custom built for ECR clusters.

Neither one of these current solutions are ideal. We don't want to require overly complex external + prior actions for Zarf package deployments, and we don't want package creators to have to create and distribute packages that are specific to ECR.

Potential considerations:","## Decision 
## Decision

Introduce `hooks` as a core Zarf feature to handle lifecycle events during package deployment, specifically to address ECR-related challenges in a system-agnostic and automated way.

Hooks will be executed by Zarf itself during predefined stages of the deployment lifecycle (e.g., pre-deploy, post-deploy) and will be triggered conditionally based on cluster state or configuration—such as the use of ECR as the remote registry.

For ECR support, Zarf will implement built-in hooks that:

1. **Automatically refresh ECR authentication tokens** before image operations, using AWS IAM credentials provided at deploy time. This ensures long-running or delayed deployments do not fail due to expired tokens.
2. **Pre-create ECR repositories** for each image referenced in the Zarf package, via the AWS SDK or CLI, prior to attempting image pushes. This resolves the lack of 'push-to-create' support in ECR.

These hooks will be:
- **Transparent to users**: No manual setup or scripting required.
- **Conditional**: Only activated when ECR is detected as the target registry.
- **Built into Zarf**: Not exposed as user-defined actions, ensuring consistent, secure, and maintainable behavior.

This approach removes the need for:
- Manual pre-deployment setup by operators.
- ECR-specific `actions` authored by package creators.

As a result, Zarf packages remain portable and system-agnostic, while complex platform-specific logic is centralized and managed within the Zarf runtime.

Future extensibility: The hook system may later be opened to advanced users via a controlled API, but for now it remains internal and purpose-built for critical platform integration needs like ECR.","## Decision

[Pepr](https://github.com/defenseunicorns/pepr) will be used to enable custom, or environment-specific, automation tasks to be integrated in the Zarf package deployment lifecycle. Pepr also allows the Zarf codebase to remain agnostic to any third-party APIs or dependencies that may be used.

A `--skip-webhooks` flag has been added to `zarf package deploy` to allow users to opt out of Zarf checking and waiting for any webhooks to complete during package deployments."
"## Context

We need a way to decouple transformations from Zarf. We know the Zarf transformation library is battle tested, hardened, and reliable. As Pepr takes admission responsibilities from the Zarf Agent, we need a way to synchronize the TypeScript with the Go code instead of maintaining two disparate libraries which will be expected to grow.

We considered:

- WASM
- gRPC
- REST
- Rewrite the code in TypeScript","## Decision 
## Decision

We will use WebAssembly (WASM) to compile the Go-based Zarf transformation library into a WASM binary that can be executed directly within Pepr's TypeScript runtime. This approach allows us to:

1. Maintain a single source of truth for transformation logic in Go, avoiding duplication and drift between languages.
2. Leverage the existing, battle-tested Zarf transformation code without rewriting it in TypeScript.
3. Achieve near-native performance compared to REST or gRPC inter-process communication.
4. Enable synchronous function calls from TypeScript to Go logic, simplifying the programming model.
5. Reduce operational complexity compared to maintaining a separate gRPC/REST service.

The WASM module will be compiled from the Go transformation library and bundled with the Pepr runtime, allowing admission controllers to invoke transformation functions directly during webhook processing. This ensures consistent behavior between Zarf and Pepr while enabling safe, isolated execution of the Go code within the Node.js environment.","## Decision

We conformed around using WASM because we can leverage the battle tested transform library from Zarf without incurring network overhead cost from pod to pod or container to container communications."
